,decimalLatitude,decimalLongitude,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19
Carex_flacca|CAL|spm00001809|Thuringiaca,53.91134863,5.604476509,83.62735558,69.35055607,30.8293945,5534.534677,204.4361291,-19.17585728,223.6119864,101.4716559,57.08271548,155.4118011,14.80189991,836.3148749,93.94856348,46.32221192,21.49104109,266.1326846,151.6648131,206.7140099,209.7516219
Carex_flaccosperma|LOU|spm00000671|Griseae,35.29216861,-86.84714571,151.4591837,123.9285714,36.03061224,7812.785714,319.4387755,-22.48979592,341.9285714,154.6326531,144.8979592,248.5816327,46.81632653,1270.326531,137.1734694,76.79591837,16.56122449,371.5,258.5408163,310,313.1938776
Carex_flava|NFL|spm00001483|Ceratocystis,60.4061557,13.13357439,38.67915114,73.26283516,25.65119634,7295.343814,189.7240592,-91.86251052,281.5865697,109.8291451,-10.78628111,134.4711434,-52.82012745,762.9008056,94.1557653,38.20969099,28.58741133,260.7703499,125.6283516,231.0156306,166.4747505
Carex_floridana|FLA|spm00000906|Acrocystis,30.52122211,-84.50751254,197.0869565,125.7826087,44.73913043,5797.5,329.3695652,46.60869565,282.7608696,253.3695652,152.326087,267.0652174,119.0434783,1281.586957,175.673913,58.91304348,36.36956522,485.9130435,204.8913043,466.326087,254.1521739
Carex_fluviatilis|CHC|spm00002407|Phleoideae,25.56450267,101.6847147,150.8333333,106,45.16666667,4474.666667,248.8333333,15.5,233.3333333,200.3333333,89.33333333,201.1666667,87.5,1159,250.3333333,11.33333333,86.83333333,669,42.66666667,668.8333333,42.66666667
Carex_foenea|BRC|spm00002000|Ovales,49.22983289,-92.66752482,18.21162444,114.6751118,26.84500745,10794.42176,229.4485842,-199.2250373,428.6736215,114.0506706,-63.47242921,151.1609538,-125.9433681,751.780924,91.94783905,38.6780924,31.8271237,256.4545455,130.3636364,235.8345753,153.5827124
Carex_foetida|SWI|spm00000565|Foetidae,44.95162312,6.304412927,32.52838428,75.16593886,30.62008734,5792.873362,163.4672489,-77.09170306,240.558952,1.340611354,93.14847162,107.3056769,-38.90393013,1363.39738,134.9432314,88.82532751,11.96943231,382.558952,297.5938865,317.4628821,351.2969432
Carex_folliculata|DEL|spm00000911|Rostrales,42.34021063,-72.28309707,85.81382979,105.9547872,29.69414894,8632.507979,263.1941489,-89.0212766,352.2154255,92.92819149,59.55585106,194.0292553,-28.32180851,1181.428191,122.1835106,77.15159574,13.73670213,345.125,250.4175532,293.9202128,289.5531915
Carex_foraminata|CHS|spm00000052|Mitratae,25.124499,113.773813,200,84,29,7079,338,52,286,237,123,285,105,1527,253,43,57,710,139,521,190
Carex_formosa|ILL|spm00001732|Hymenochlaenae,43.84606415,-78.29955935,68.34615385,106.8076923,27.15384615,9825.269231,264.4615385,-123.5576923,388.0192308,154.4038462,-51.67307692,190.2692308,-63.01923077,923.5384615,94.17307692,56.21153846,15.63461538,266.5192308,184.4807692,257.9038462,194.0384615
Carex_forsteri|NZS|spm00002183|Echinochlaenae,-40.48923835,173.6053791,115.1911765,87.34558824,46.27941176,3404.301471,212.25,25.45588235,186.7941176,82.31617647,150.8235294,158.1176471,70.38235294,1695.323529,180.25,97.27205882,17.50735294,513.7720588,340.0735294,351.5367647,494.0808824
Carex_fracta|CAL|spm00000896|Ovales,37.33365786,-119.3693344,88.17933131,144.4422492,45.5775076,6027.726444,269.5334347,-43.90121581,313.4346505,24.20364742,162.6990881,169.2325228,19.38449848,871.4209726,153.5987842,6.676291793,74.15045593,428.8738602,38.62158055,48.79635258,419.0167173
Carex_frankii|ALA|spm00000939|Squarrosae,37.65135254,-88.1792223,132.223301,123.288835,33.1868932,8700.759709,314.2257282,-54.40291262,368.6286408,192.711165,46.40533981,240.6116505,15.47572816,1061.366505,124.6747573,53.86407767,25.88834951,337.9004854,181.934466,305.434466,200.0072816
Carex_fraseriana|MRY|spm00000952|Cymophyllus,36.3753872,-81.67750313,105.6666667,125.8666667,38,7312.6,265.9333333,-61.33333333,327.2666667,127.8666667,58.66666667,196.9333333,8.133333333,1472.8,145.4,100.7333333,9.8,403.6,324.9333333,384.8,347.9333333
Carex_frigida|SPA|spm00000521|Aulocystis,44.19293831,4.682921187,41.54178273,77.70891365,32.14623955,5630.714485,172.2896936,-65.20194986,237.4916435,45.51671309,67.84261838,115.1713092,-26.97075209,1229.149025,131.7534819,76.27437326,16.36211699,364.9206128,257.2869081,302.2479109,291.5194986
Carex_fritschii|HUN|spm00002174|Acrocystis,47.32192613,12.80606525,90.375,91.125,31.75,6894,244.125,-38.75,282.875,175.625,14.75,177.375,-0.125,811.375,95.625,42.875,27.375,273.875,138.375,272.75,142.875
Carex_fucata|CHC|spm00006432|Phacocystis,27.34467583,83.27268517,115.1666667,115.8333333,45.83333333,4920.333333,221.5,-26.66666667,248.1666667,148.6666667,71.33333333,172.5,47.5,1061.833333,235.6666667,7.833333333,78.66666667,616.3333333,38.16666667,616,44.33333333
Carex_fuliginosa|ARK|spm00001627|Aulocystis,68.78915785,-19.67303658,-53.72135417,68.69583333,21.63645833,8785.901042,116.0885417,-201.7010417,317.7895833,47.88125,-99.36510417,63.43645833,-158.7942708,512.0166667,66.3265625,25.45208333,34.27291667,178.11875,84.0796875,166.2848958,113.6552083
Carex_furva|NA|spm00006011|Glareosae,40.32224676,-5.194223295,95.20879121,107.5274725,37.24175824,6010.813187,264.2857143,-19.94505495,284.2307692,41.76923077,176.3186813,176.9340659,24.68131868,768.8791209,94.07692308,22.86813187,36.74725275,265.1098901,92.89010989,96.10989011,244.5494505
Carex_fuscula|CLC|spm00004370|Spirostachyae,-37.22840455,-62.21456344,116.6129032,103.8387097,51.58064516,3387.483871,224.6935484,25.01612903,199.6774194,122.483871,109.5483871,159.1290323,73.14516129,1185.935484,156.4516129,57.70967742,37.59677419,432.6612903,188.3709677,290.6129032,323.7258065
Carex_fusiformis|EHM|spm00005727|Debiles,28.0119445,90.93013875,127.75,107.5,45,4652.75,229.5,-5.5,235,177,75.5,179.25,62.5,1494,362.5,7.25,95.25,944,48,880.5,63.25
Carex_gammiei|NA|spm00003640|Kobresia,29.00883467,92.129758,48.16666667,132.3333333,45,5662,174.8333333,-116.6666667,291.5,116.5,-26.16666667,116.5,-27.5,869,215.8333333,1.666666667,101.3333333,571.1666667,11.33333333,571.1666667,13
Carex_garberi|ARK|spm00001624|Bicolores,55.22238168,-113.5010567,-7.137254902,103.9764706,25.34509804,10859.12941,202.4509804,-212.0784314,414.5294118,87.48235294,-75.14509804,128.5686275,-147.5764706,652.9254902,89.95294118,29.7254902,39.43921569,241.6078431,102.5019608,199.0392157,143.6588235
Carex_gayana|CLS|spm00000573|Divisae,-38.86368862,-69.9179991,58.65517241,121.8275862,53.65517241,3892.931034,180.3448276,-44.96551724,225.3103448,35.34482759,78.72413793,107.7586207,8.137931034,354.2413793,59.31034483,11.51724138,49.82758621,158.4137931,41,52.79310345,136.6896552
Carex_gentilis|CHC|spm00006418|Graciles,25.11808464,117.2621992,147.5681818,76.95454545,41,3991.022727,233.6136364,45.63636364,187.9772727,190.4772727,103.1818182,193.7954545,93.34090909,2462.590909,387.1590909,72.72727273,57.29545455,1058.295455,243.4545455,1025.022727,272.1590909
Carex_geophila|TEX|spm00000940|Acrocystis,33.78961419,-104.9235607,85.34782609,157.5652174,47.86956522,6358.695652,262.9565217,-77.34782609,340.3043478,140.8695652,51.91304348,168.2608696,5.739130435,729.6956522,115.6956522,25.47826087,48.47826087,308.6956522,84.04347826,222.0869565,110.6956522
Carex_geyeri|ABT|spm00000942|Firmiculmes,43.61010878,-115.412141,43.85542169,143.1445783,39.82329317,7242.281124,243.8393574,-111.62249,355.4618474,12.00803213,101.6546185,138.2971888,-45.88353414,724.2971888,104.8473896,23.24899598,39.79518072,292.8875502,89.2248996,108.8072289,265.1726908
Carex_gholsonii|ALA|spm00000953|Granulares,29.48272238,-82.51136115,206.8723404,124.9787234,46.91489362,5217.446809,328.4042553,63.87234043,264.5319149,262.106383,171.8723404,268.8510638,136.3404255,1304.340426,186.4893617,56.29787234,40.55319149,517.106383,198.5319149,512.3617021,255.893617
Carex_gibba|CHH|spm00005244|Gibbae,34.70574962,135.9138505,143.5532544,87.94970414,27.96745562,7642.597633,298.1005917,-10.74556213,308.8461538,223.5680473,50.21893491,242.1390533,46.33727811,1696.863905,241.9408284,54.15088757,45.5147929,641.1952663,184.3047337,605.1183432,187.5976331
Carex_gifuensis|KOR?|spm00000331|Acrocystis,36.46365833,139.337,126.625,95.79166667,28.20833333,8099.291667,290.2916667,-38.66666667,328.9583333,224.9583333,24,230.4583333,23.83333333,1514.916667,222.875,47.875,51.41666667,635.2916667,155.3333333,628.4166667,158.9583333
Carex_gigantea|FLA|spm00000917|Lupulinae,32.61691553,-84.89209496,177.1621622,123.972973,41,6597.324324,323.4054054,18.83783784,304.5675676,213.2162162,156.7702703,258.2027027,88.82432432,1288.635135,161.3108108,66.08108108,28.37837838,443.7702703,231.5,410.5945946,288.472973
Carex_glabrescens|KOR?|spm00000332|Carex,36.81005,139.89625,120.125,97.5,28.875,8126.875,284.375,-48.5,332.875,220.625,16.625,224.25,16.625,1464.5,206.875,43.25,48.75,588.375,144.75,586,144.75
Carex_glacialis|NFL|spm00001488|Lamprochlaenae,66.70566127,-3.851350675,-10.87820774,69.29775967,26.34745418,7134.206925,134.5478615,-138.1173116,272.6651731,39.30835031,-29.53686354,84.02647658,-96.95845214,830.4822811,100.8639511,43.39959267,27.48716904,269.0452138,142.6427699,216.4236253,209.9474542
Carex_glareosa|NA|spm00004628|Glareosae,64.31905998,0.217247927,20.22805611,67.98036072,25.37715431,7121.325451,164.6753507,-107.0212425,271.6965932,69.95350701,-8.346292585,114.4701403,-66.73026052,822.2757515,101.4745491,41.78837675,28.24288577,273.5118236,138.5791583,207.145491,204.3482966
Carex_glaucescens|MSI|spm00000926|Glaucescentes,32.03591528,-87.16576599,180.5363636,124.0545455,40.86363636,6511.763636,324.5272727,23.7,300.8272727,217.3545455,166.4181818,260.5454545,93.8,1415.590909,164.8909091,75.50909091,22.39090909,453.2636364,268.3,417.0545455,353.7636364
Carex_glaucodea|INI|spm00001525|Griseae,38.30445558,-83.60956955,126.25,123.0083333,33.21666667,8646.825,308.5333333,-57.75833333,366.2916667,177.8666667,42.16666667,234.4666667,10.44166667,1104.166667,116.4166667,65.85833333,15.85833333,323.3666667,222.5416667,293.05,235.1166667
Carex_globosa|CAL|spm00000920|Acrocystis,36.02004523,-120.7949584,134.2966102,125.8559322,55.8559322,3627.929379,257.8502825,31.46327684,226.3870056,94.60169492,175.0762712,182.740113,91.65819209,694.7542373,139.9350282,1.604519774,89.38983051,378.0621469,10.01129944,19.20903955,371.1610169
Carex_globularis|YAK|spm00004387|Acrocystis,62.45332295,21.25206188,25.67895241,79.68310444,23.74870648,8604.353561,200.0470137,-129.6008943,329.647908,123.3110188,-41.92705206,138.8019163,-83.56007665,617.1161929,80.35669115,30.54704567,31.32941552,219.5480038,97.85467902,209.0981156,118.4657937
Carex_glomerabilis|CPP|spm00000193|Stenorhynchae,-30.10728226,26.61853207,148.9666667,138.2555556,54.73333333,3910.1,264.0555556,12.42222222,251.6333333,181.5444444,104.0222222,194.3111111,95.18888889,660.7222222,102.2555556,15.2,54.75555556,281.1444444,53.88888889,256.4555556,69.96666667
Carex_gmelinii|ARK|spm00001629|Racemosae,57.99066368,-116.165972,17.14516129,67.93548387,26.65322581,6906.790323,154.3548387,-106.3709677,260.7258065,58.31451613,2.935483871,107.6290323,-66.0483871,1222,172.8709677,56.36290323,38.74193548,455.8145161,191.9274194,286.0080645,307.6370968
Carex_godfreyi|ALA|spm00001787|Griseae,30.82390666,-85.3468737,198.5681818,124.6818182,46.25,5310.340909,321.9090909,54.84090909,267.0681818,254.7727273,166.8181818,262.0681818,127.0909091,1289.818182,189.2272727,53.36363636,42.02272727,521.1363636,191.1363636,509.6590909,255.6136364
Carex_gongshanensis|CHT|spm00003361|Graciles,27.959845,98.62606267,94.5,105,43.16666667,4968,199.1666667,-40.33333333,239.5,153.8333333,39.16666667,153.8333333,27.83333333,1030.333333,221.3333333,9.166666667,81.83333333,578.3333333,37.5,578.3333333,43.83333333
Carex_gotoi|KOR|spm00000020|Paludosae,41.905144,80.95471733,102,95,27.66666667,9040.333333,273,-75.66666667,348.6666667,211,-16.33333333,215,-18.66666667,713,138.3333333,13.33333333,66.33333333,359.6666667,50.33333333,338,50.33333333
Carex_gracilior|CAL|spm00001692|Ovales,38.1123599,-121.7904878,141.7118644,134.0847458,50.92372881,4706.042373,291.3813559,25.43220339,265.9491525,86.30508475,200.2457627,202.7627119,84.21186441,897.6186441,184.7118644,1.508474576,88.03389831,481.1186441,13.05932203,17.75423729,476.3389831
Carex_gracillima|WIS|spm00002423|Hymenochlaenae,43.75950856,-78.04810185,70.50553506,108.7933579,27.53505535,9783.942804,265.5295203,-124.7804428,390.3099631,143.7177122,-30.52583026,191.7619926,-60.81918819,990.8081181,102.8634686,60.06273063,17.24354244,292.3487085,197.396679,278.195572,211.398524
Carex_graminifolia|MDG|spm00000195|Indicae,-18.9530535,48.229861,194.5,112,64.5,2579.5,278.5,106,172.5,222.5,172.5,222.5,159.5,1717,331.5,40,77.5,924,137,924,169.5
Carex_granularis|MAN|spm00001407|Granulares,41.85036234,-83.47699959,90.88869258,114.3321555,29.19787986,9574.5053,284.0512367,-103.4982332,387.54947,162.6431095,-14.25441696,209.5212014,-37.71201413,980.5053004,106.8533569,54.89222615,21.11660777,298.6289753,183.6784452,279.0441696,195.6342756
Carex_gravida|TEN|spm00000970|Phaestoglochin,39.35310962,-97.15274693,116.6334746,135.4279661,31.96822034,9820.21822,324.3792373,-93.00211864,417.3813559,210.7923729,-12.45974576,240.2415254,-14.16737288,760.5572034,110.8580508,21.16737288,48.37076271,296.9173729,75.63771186,274.4682203,76.26483051
Carex_grayi|TEN|spm00000924|Lupulinae,40.62117727,-83.72914749,104.8916256,114.3719212,29.97044335,9294.655172,293.546798,-84.36453202,377.91133,179.5541872,3.965517241,220.5591133,-19.90640394,1020.194581,110.5369458,55.23152709,20.42364532,310.5295567,187.8546798,289.2684729,200.5517241
Carex_greenwayi|TAN|spm00004344|Spirostachyae,-2.45735,37.3270975,178,120.25,71.5,1357.75,267.25,101,166.25,184.5,160.5,193,158.75,1265,294.25,26.5,76,618.75,91.5,349.25,108
Carex_grioletii|SPA|spm00000585|Acrocystis,44.426,8.8152,116,74,30,5855,246,1,245,126,191,191,42,1036,140,39,30,361,163,163,249
Carex_grisea|KTY|spm00000656|Griseae,39.84196263,-88.34090001,113.4800995,119.9253731,30.24129353,9491.522388,307.3084577,-83.70646766,391.0149254,198.2437811,-6.05721393,231.6119403,-14.18905473,964.9079602,116.2587065,43.34577114,29.94776119,318.4751244,147.9925373,298.4154229,151.1865672
Carex_gunniana|TAS|spm00004360|Spirostachyae,-39.04994683,143.8373674,125.109434,94.00754717,49.58490566,3260.969811,230.4981132,42.22641509,188.2716981,91.0490566,166.7433962,167.1396226,83.15849057,913.4679245,113.1018868,39.78490566,31.38867925,314.4339623,138.8490566,139.5886792,308.0075472
Carex_gynandra|DEL|spm00000964|Phacocystis,44.07826016,-72.91263111,63.07507508,108.4954955,28.16216216,9409.168168,252.7177177,-127.5825826,380.3003003,102.6966967,-5.627627628,180.2222222,-62.61261261,1110.846847,114.990991,72.52852853,14.11111111,324.4564565,231.6036036,293.6516517,259.8678679
Carex_gynocrates|ARK|spm00001630|Physoglochin,56.7434461,-72.70798613,-30.91949153,100.0847458,23.04237288,11608.11864,186.8220339,-248.8813559,435.7033898,91.01694915,-131.1144068,114.5635593,-181.1398305,638.2245763,84.47457627,29.96610169,37.44915254,231.2542373,101.8940678,213.3728814,121.1822034
Carex_gynodynama|CAL|spm00001688|Hymenochlaenae,39.23544539,-123.1971064,120.978022,116.967033,55.35164835,3413.615385,238.8901099,27.31868132,211.5714286,83.2967033,162.4285714,165.6483516,79.53846154,1182.450549,224.3406593,3.78021978,83.27472527,613.6263736,25.30769231,36.14285714,595.1428571
Carex_gypsophila|MXE|spm00000361|Schiedeanae,25.11631825,-99.950485,189,146.5,59.75,3497.5,307.5,58.75,248.75,215.25,151,229.5,140.75,563.5,107.25,15.75,59.5,244.75,54.25,205,59
Carex_haematostoma|CHT|spm00003383|Aulocystis,32.60971568,84.28890513,-7.28057554,120.7553957,35.79856115,7647.81295,153.9640288,-188.0863309,342.0503597,52.20143885,-59.71942446,86.83453237,-109.0143885,392.0359712,87.64028777,4.604316547,79.35971223,223.7338129,21.71223022,204.4100719,36.5971223
Carex_halleriana|SPA|spm00000557|Hallerianae,41.24258612,0.827287847,132.5296022,96.98334875,37.07805273,5717.737974,274.9183626,16.8763876,258.041975,128.370259,175.4581406,208.2520814,62.49051804,606.4257632,77.5113321,24.95790934,32.14974561,203.5011563,98.92738205,116.5609389,154.712766
Carex_halliana|CAL|spm00001689|Paludosae,43.44413664,-121.6800687,47.14285714,125.2261905,41.25,6011.095238,226.4880952,-73.42857143,299.9166667,-13.35714286,127.1071429,128.3452381,-22.20238095,1313.547619,215.6190476,20.13095238,58.77380952,613.7857143,96.94047619,100.1666667,571.9166667
Carex_hallii|MAN|spm00001754|Racemosae,42.97113982,-105.7211453,43.30555556,145.0833333,36,9036.888889,256.0555556,-150.4722222,406.5277778,121.75,-32.30555556,159.0555556,-72.36111111,520.3888889,78.11111111,19.19444444,46.30555556,211.1111111,66.86111111,173.4444444,92.38888889
Carex_hamata|ECU|spm00005093|Uncinia,7.50841837,-82.15578983,177.5830116,104.8822394,77.57915058,793.03861,245.7953668,109.2992278,136.496139,179.7992278,172.4169884,186.3667954,166.2606178,2133.127413,333.8996139,48.13320463,55.97104247,876.6776062,170.4343629,501.9498069,342.6640927
Carex_hancockiana|CHM|spm00003463|Racemosae,29.9551025,101.252216,61.5,117,40,5953,188,-97,285,133,-15,133,-20,824.5,172.5,4,94,477.5,16.5,477.5,16.5
Carex_handelmazzettii|NA|spm00003629|Kobresia,31.3175762,101.5100102,39.8,136.4,41.6,6687.6,181.2,-146.8,328,117.4,-47.8,120,-51.6,666.2,153.8,2.6,98.4,410.6,11,408.4,11
Carex_harae|EHM|spm00005913|Kobresia,27.7768055,88.7170835,20,133,45,5813,141,-152,293,91,-46,91,-57,505,116,2,89,298,13,298,20
Carex_harfordii|CAL|spm00000965|Ovales,37.63123165,-122.2131869,129.4940476,117.0595238,56.85714286,3157.327381,240.4880952,35.41071429,205.077381,93.64285714,165.8452381,170.2678571,90.80357143,832.7559524,167.8988095,2.267857143,87.26190476,444.1130952,13.82738095,21.68452381,436.7916667
Carex_hartmanii|GER|spm00006155|Racemosae,56.15240596,14.14441824,70.01501502,71.74574575,26.82382382,6781.81031,213.2707708,-49.18368368,262.4544545,142.492993,11.38438438,158.7022022,-14.47947948,637.1006006,74.56656657,34.25675676,24.77227227,211.475976,111.1531532,195.8273273,135.6811812
Carex_hassei|CAL|spm00001867|Bicolores,38.52123361,-119.9436888,93.7944664,136.6245059,46.5770751,5629.086957,262.7035573,-32.84189723,295.5454545,40.2687747,155.8695652,168.9762846,27.96837945,835.1897233,145.7865613,8.458498024,70.35177866,408.0434783,41.89328063,56.87351779,386.3794466
Carex_haydeniana|UTA|spm00002432|Ovales,41.48034704,-113.7992679,9.2625,135.14375,39.49375,7008.58125,196.1125,-143.5125,339.625,-1.14375,45.1,101.45,-74.675,643.4,84.7625,28.71875,34.26875,229.28125,101.15,134.44375,202.0375
Carex_haydenii|WIS|spm00002433|Phacocystis,45.53841182,-79.77769813,50.76666667,113.1266667,27.2,10398.16667,253.9933333,-160.4933333,414.4866667,126.2066667,-38.66,178.3533333,-89.85333333,959.24,108.3533333,50.15333333,25.61333333,309.88,169.3533333,278.8466667,194.1333333
Carex_hebes|NSW|spm00002434|Inversae,-36.71607634,147.5833349,79,107.1655052,43.57317073,4752.379791,216.5958188,-26.14982578,242.7456446,33.08710801,136.9773519,139.2595819,17.73170732,1419.043554,163.402439,62.75958188,25.50174216,463.1811847,228.6428571,234.5069686,439.4965157
